FID,STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,GEOID,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,GISJOIN,Shape_Leng,Shape_Area,GISJOIN_1,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,BTTRA,BTBGA,NAME_E,AH36E001,AH36E002,AH36E003,AH37E001,AH37E002,AH37E003,AH4HE001,AH4HE002,AH4HE003,AH4HE004,AH4HE005,AH4HE006,AH4HE007,AH4HE008,AH5JE001,AH5JE002,AH5JE003,AH5JE004,AH5JE005,AH5JE006,AH5JE007,AH5JE008,AH5JE009,AH5JE010,AH5JE011,AH5JE012,AH5JE013,AH5JE014,AH5JE015,AH5JE016,AH5JE017,AH5JE018,AH5JE019,AH5JE020,AH5JE021,AH5JE022,AH5JE023,AH5JE024,AH5JE025,AH5JE026,AH5JE027,AH5LE001,AH5QE001,AH5QE002,AH5QE003,AH5QE004,AH5QE005,AH5QE006,AH5QE007,AH5QE008,AH5QE009,AH5QE010,AH5QE011,AH5QE012,AH5QE013,AH5QE014,AH5QE015,AH5QE016,AH5QE017,AH5QE018,AH5QE019,AH5QE020,AH5QE021,AH5QE022,AH5QE023,AH5QE024,AH5QE025,AH5QE026,AH5QE027,AH5RE001,AH5SE001,AH5XE001,AH5XE002,AH5XE003,AH5XE004,AH5XE005,AH5XE006,AH5XE007,AH5XE008,AH5XE009,AH5XE010,AH5XE011,AH5YE001,AH51E001,AH51E002,AH51E003,AH51E004,AH51E005,AH51E006,AH51E007,AH51E008,AH51E009,AH51E010,AH51E011,AH51E012,AH51E013,AH51E014,AH51E015,AH51E016,AH51E017,AH51E018,AH51E019,AH51E020,AH51E021,AH51E022,AH51E023,AH51E024,AH51E025,AH51E026,AH51E027,AH53E001,AH6CE001,AH6CE002,AH6CE003,AH6CE004,AH6CE005,AH6CE006,AH6CE007,AH6CE008,AH6CE009,AH6CE010,AH6CE011,AH6CE012,AH6CE013,AH6CE014,AH6CE015,AH6CE016,AH6CE017,AH6CE018,AH6CE019,AH6CE020,AH6CE021,AH6CE022,AH6CE023,AH6CE024,AH6CE025,AH6CE026,AH6CE027,AH6CE028,AH6CE029,AH6CE030,AH6CE031,AH6CE032,AH6CE033,AH6CE034,AH6CE035,AH6CE036,AH6CE037,AH6CE038,AH6CE039,AH6DE001,AH6DE002,AH6DE003,AH6FE001,AH6FE002,AH6FE003,AH6FE004,AH6FE005,AH6FE006,AH6FE007,AH6FE008,AH6FE009,AH6FE010,AH6FE011,AH6FE012,AH6FE013,AH6FE014,AH6FE015,AH6FE016,AH6FE017,AH6FE018,AH6FE019,AH6FE020,AH6FE021,AH6FE022,AH6FE023,AH6GE001,AH6GE002,AH6GE003,NAME_M,AH36M001,AH36M002,AH36M003,AH37M001,AH37M002,AH37M003,AH4HM001,AH4HM002,AH4HM003,AH4HM004,AH4HM005,AH4HM006,AH4HM007,AH4HM008,AH5JM001,AH5JM002,AH5JM003,AH5JM004,AH5JM005,AH5JM006,AH5JM007,AH5JM008,AH5JM009,AH5JM010,AH5JM011,AH5JM012,AH5JM013,AH5JM014,AH5JM015,AH5JM016,AH5JM017,AH5JM018,AH5JM019,AH5JM020,AH5JM021,AH5JM022,AH5JM023,AH5JM024,AH5JM025,AH5JM026,AH5JM027,AH5LM001,AH5QM001,AH5QM002,AH5QM003,AH5QM004,AH5QM005,AH5QM006,AH5QM007,AH5QM008,AH5QM009,AH5QM010,AH5QM011,AH5QM012,AH5QM013,AH5QM014,AH5QM015,AH5QM016,AH5QM017,AH5QM018,AH5QM019,AH5QM020,AH5QM021,AH5QM022,AH5QM023,AH5QM024,AH5QM025,AH5QM026,AH5QM027,AH5RM001,AH5SM001,AH5XM001,AH5XM002,AH5XM003,AH5XM004,AH5XM005,AH5XM006,AH5XM007,AH5XM008,AH5XM009,AH5XM010,AH5XM011,AH5YM001,AH51M001,AH51M002,AH51M003,AH51M004,AH51M005,AH51M006,AH51M007,AH51M008,AH51M009,AH51M010,AH51M011,AH51M012,AH51M013,AH51M014,AH51M015,AH51M016,AH51M017,AH51M018,AH51M019,AH51M020,AH51M021,AH51M022,AH51M023,AH51M024,AH51M025,AH51M026,AH51M027,AH53M001,AH6CM001,AH6CM002,AH6CM003,AH6CM004,AH6CM005,AH6CM006,AH6CM007,AH6CM008,AH6CM009,AH6CM010,AH6CM011,AH6CM012,AH6CM013,AH6CM014,AH6CM015,AH6CM016,AH6CM017,AH6CM018,AH6CM019,AH6CM020,AH6CM021,AH6CM022,AH6CM023,AH6CM024,AH6CM025,AH6CM026,AH6CM027,AH6CM028,AH6CM029,AH6CM030,AH6CM031,AH6CM032,AH6CM033,AH6CM034,AH6CM035,AH6CM036,AH6CM037,AH6CM038,AH6CM039,AH6DM001,AH6DM002,AH6DM003,AH6FM001,AH6FM002,AH6FM003,AH6FM004,AH6FM005,AH6FM006,AH6FM007,AH6FM008,AH6FM009,AH6FM010,AH6FM011,AH6FM012,AH6FM013,AH6FM014,AH6FM015,AH6FM016,AH6FM017,AH6FM018,AH6FM019,AH6FM020,AH6FM021,AH6FM022,AH6FM023,AH6GM001,AH6GM002,AH6GM003,Per_Vacant,UNIQUE_ID
801,26,163,544200,2,261635442002,Block Group 2,G5030,S,452738.000000000000000,0.000000000000000,+42.4071736,-083.2650948,G26016305442002,3895.105783380000048,452742.209383999987040,G26016305442002,2013-2017, , ,Michigan,26,Wayne County,163, , ,544200,2, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 2, Census Tract 5442, Wayne County, Michigan",512,248,264,248,111,137,264,11,0,12,11,0,0,230,137,137,0,0,0,15,0,0,0,0,20,22,18,42,0,0,0,20,0,0,0,0,0,0,0,0,0,582,137,137,0,0,0,15,0,0,0,0,0,0,0,5,22,0,42,13,0,40,0,0,0,0,0,0,0,782,105400,137,0,15,0,42,13,0,0,0,67,0,29.399999999999999,111,16,23,4,8,18,0,0,4,13,0,0,19,0,0,6,0,0,0,0,0,0,0,0,0,0,0,26300,111,48,0,0,0,0,17,6,0,4,4,5,9,3,0,0,0,0,0,63,0,0,0,12,4,4,6,0,8,0,0,16,0,13,0,0,0,0,0,675,825,569,111,48,6,4,0,9,4,5,0,0,20,0,63,12,0,8,4,0,0,17,0,22,0,36.000000000000000,31.000000000000000,37.200000000000003,"Block Group 2, Census Tract 5442, Wayne County, Michigan",85,62,72,62,52,58,72,19,10,19,18,10,10,65,58,58,10,10,10,26,10,10,10,10,24,36,21,41,10,10,10,34,10,10,10,10,10,10,10,10,10,85,58,58,10,10,10,26,10,10,10,10,10,10,10,7,36,10,41,20,10,38,10,10,10,10,10,10,10,110,49655,58,10,26,10,41,20,10,10,10,53,10,64.900000000000006,52,23,28,7,9,22,10,10,7,17,10,10,28,10,10,9,10,10,10,10,10,10,10,10,10,10,10,21646,52,33,10,10,10,10,26,9,10,7,7,7,16,6,10,10,10,10,10,43,10,10,10,21,7,7,9,10,10,10,10,28,10,21,10,10,10,10,10,365,562,551,52,33,9,7,10,16,7,7,10,10,27,10,43,21,10,10,7,10,10,23,10,29,10,20.399999999999999,35.399999999999999,25.699999999999999,51.562500000000000,801
802,26,163,544200,3,261635442003,Block Group 3,G5030,S,561426.000000000000000,0.000000000000000,+42.4051746,-083.2601328,G26016305442003,3269.554832029999943,561426.852960000047460,G26016305442003,2013-2017, , ,Michigan,26,Wayne County,163, , ,544200,3, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 3, Census Tract 5442, Wayne County, Michigan",363,190,173,190,134,56,173,12,0,0,0,0,0,161,56,56,0,0,0,0,0,0,0,0,0,13,6,22,10,5,0,0,0,0,0,0,0,0,0,0,0,620,56,56,0,0,0,0,0,0,0,0,0,0,0,0,0,10,13,27,6,0,0,0,0,0,0,0,0,819,45400,56,0,0,13,22,10,0,0,0,11,0,23.399999999999999,134,60,0,7,14,12,12,15,0,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20000,134,12,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,122,0,6,0,11,15,6,19,19,24,9,0,0,13,0,0,0,0,0,0,453,0,421,134,12,0,0,12,0,0,0,0,0,0,0,122,11,28,19,18,0,11,0,0,14,21,17.800000000000001,0.000000000000000,18.000000000000000,"Block Group 3, Census Tract 5442, Wayne County, Michigan",87,62,64,62,52,37,64,20,10,10,10,10,10,63,37,37,10,10,10,10,10,10,10,10,10,20,9,35,14,7,10,10,10,10,10,10,10,10,10,10,10,45,37,37,10,10,10,10,10,10,10,10,10,10,10,10,10,14,20,35,9,10,10,10,10,10,10,10,10,70,31026,37,10,10,20,35,14,10,10,10,12,10,4.800000000000000,52,42,10,10,23,19,12,24,10,7,16,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,19541,52,19,10,10,10,10,10,10,10,10,10,10,19,10,10,10,10,10,10,53,10,8,10,18,24,9,24,24,26,16,10,10,13,10,10,10,10,10,10,165,0,140,52,19,10,10,19,10,10,10,10,10,10,10,53,18,26,21,20,10,11,10,10,22,25,4.300000000000000,0.000000000000000,6.600000000000000,47.658402203900003,802
803,26,163,544300,1,261635443001,Block Group 1,G5030,S,505657.000000000000000,0.000000000000000,+42.4050204,-083.2701682,G26016305443001,4377.356081300000369,505658.299702999996953,G26016305443001,2013-2017, , ,Michigan,26,Wayne County,163, , ,544300,1, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 1, Census Tract 5443, Wayne County, Michigan",184,165,19,165,105,60,19,0,0,0,0,0,0,19,60,60,0,0,0,0,0,0,0,0,0,37,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,541,60,60,0,0,0,0,0,0,0,0,0,8,0,29,10,0,0,13,0,0,0,0,0,0,0,0,0,638,39200,60,0,10,0,0,0,0,0,29,21,0,46.899999999999999,105,10,46,36,8,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14600,105,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,100,0,0,0,16,0,18,0,36,30,0,0,0,0,0,0,0,0,0,0,451,0,444,105,5,0,0,0,0,0,5,0,0,0,0,100,8,0,28,30,0,0,0,0,8,26,20.600000000000001,0.000000000000000,20.199999999999999,"Block Group 1, Census Tract 5443, Wayne County, Michigan",95,90,31,90,94,50,31,10,10,10,10,10,10,31,50,50,10,10,10,10,10,10,10,10,10,48,10,25,10,10,10,10,10,10,10,10,10,10,10,10,10,100,50,50,10,10,10,10,10,10,10,10,10,15,10,49,17,10,10,20,10,10,10,10,10,10,10,10,10,94,32012,50,10,17,10,10,10,10,10,49,23,10,21.899999999999999,94,15,56,65,17,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,3572,94,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,93,10,10,10,26,10,22,10,65,51,10,10,10,10,10,10,10,10,10,10,99,0,129,94,10,10,10,10,10,10,10,10,10,10,10,93,17,10,59,51,10,10,10,10,15,32,4.300000000000000,0.000000000000000,4.200000000000000,10.326086956499999,803
804,26,163,544300,2,261635443002,Block Group 2,G5030,S,764470.000000000000000,0.000000000000000,+42.4093569,-083.2724789,G26016305443002,7074.938523040000291,764469.208871999988332,G26016305443002,2013-2017, , ,Michigan,26,Wayne County,163, , ,544300,2, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 2, Census Tract 5443, Wayne County, Michigan",506,408,98,408,214,194,98,20,0,39,0,0,0,39,194,194,0,0,0,0,0,0,0,0,0,123,11,27,24,0,0,9,0,0,0,0,0,0,0,0,0,539,194,194,0,0,0,0,0,0,0,0,0,38,86,10,24,27,0,0,0,0,9,0,0,0,0,0,0,584,123100,194,38,37,27,24,0,0,0,0,68,0,19.100000000000001,214,0,133,0,18,0,0,13,10,6,0,0,0,0,0,0,13,0,0,0,0,12,0,9,0,0,0,14000,214,49,0,0,0,0,0,18,0,0,0,6,25,0,0,0,0,0,0,165,0,0,0,20,136,0,0,0,0,0,0,0,0,0,0,0,9,0,0,269,1255,273,214,49,0,0,0,19,18,0,0,12,0,0,165,155,10,0,0,0,0,0,0,0,0,10.000000000000000,26.500000000000000,10.000000000000000,"Block Group 2, Census Tract 5443, Wayne County, Michigan",117,129,69,129,115,86,69,32,10,44,10,10,10,47,86,86,10,10,10,10,10,10,10,10,10,87,17,39,36,10,10,15,10,10,10,10,10,10,10,10,10,31,86,86,10,10,10,10,10,10,10,10,10,59,72,16,36,39,10,10,10,10,15,10,10,10,10,10,10,36,52808,86,59,60,39,36,10,10,10,10,49,10,18.399999999999999,115,10,98,10,32,10,10,20,16,13,10,10,10,10,10,10,21,10,10,10,10,20,10,17,10,10,10,8308,115,46,10,10,10,10,10,32,10,10,10,13,29,10,10,10,10,10,10,102,10,10,10,24,104,10,10,10,10,10,10,10,10,10,10,10,17,10,10,24,800,6,115,46,10,10,10,25,32,10,10,20,10,10,102,103,16,10,10,10,10,10,10,10,10,0.000000000000000,10.500000000000000,0.000000000000000,19.367588932800000,804
805,26,163,544300,3,261635443003,Block Group 3,G5030,S,645146.000000000000000,0.000000000000000,+42.4107765,-083.2816985,G26016305443003,3220.019855540000208,645147.365369000006467,G26016305443003,2013-2017, , ,Michigan,26,Wayne County,163, , ,544300,3, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 3, Census Tract 5443, Wayne County, Michigan",722,615,107,615,319,296,107,20,0,0,0,0,0,87,296,287,0,0,0,0,0,20,9,0,0,15,34,62,87,0,60,0,0,0,0,0,0,0,0,0,9,652,296,287,0,0,0,0,0,0,0,0,20,0,0,0,44,0,51,91,75,6,0,0,0,0,0,0,9,831,238000,296,20,0,0,34,6,90,0,64,73,9,34.600000000000001,319,37,28,0,59,56,0,0,53,29,22,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,28200,319,120,0,0,0,0,0,48,0,44,0,28,0,0,0,0,0,0,0,199,0,0,0,49,53,8,18,66,5,0,0,0,0,0,0,0,0,0,0,448,827,298,319,120,0,30,7,4,0,48,16,0,15,0,199,43,0,18,5,30,12,0,0,46,45,30.000000000000000,32.000000000000000,26.800000000000001,"Block Group 3, Census Tract 5443, Wayne County, Michigan",114,116,60,116,133,114,60,33,10,10,10,10,10,52,114,114,10,10,10,10,10,38,15,10,10,27,52,66,77,10,83,10,10,10,10,10,10,10,10,10,19,45,114,114,10,10,10,10,10,10,10,10,38,10,10,10,52,10,61,84,78,35,10,10,10,10,10,10,19,69,94964,114,38,10,10,52,35,84,10,69,72,19,17.300000000000001,133,58,26,10,69,89,10,10,53,29,33,10,10,10,68,10,10,10,10,10,10,10,10,10,10,10,10,21349,133,108,10,10,10,10,10,86,10,70,10,28,10,10,10,10,10,10,10,109,10,10,10,60,61,14,31,63,11,10,10,10,10,10,10,10,10,10,10,197,253,147,133,108,10,69,18,13,10,86,24,10,18,10,109,64,10,30,11,28,19,10,10,54,59,13.300000000000001,18.899999999999999,17.800000000000001,14.819944598299999,805
806,26,163,545100,1,261635451001,Block Group 1,G5030,S,246706.000000000000000,0.000000000000000,+42.3747626,-083.2006421,G26016305451001,1984.644074620000083,246706.510882000002312,G26016305451001,2013-2017, , ,Michigan,26,Wayne County,163, , ,545100,1, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 1, Census Tract 5451, Wayne County, Michigan",273,120,153,120,77,43,153,17,0,28,0,0,0,108,43,31,0,0,0,0,0,0,0,0,15,12,4,0,0,0,0,0,0,0,0,0,0,0,0,0,12,502,43,31,0,0,0,0,0,0,0,0,0,0,0,0,10,4,5,0,0,12,0,0,0,0,0,0,12,765,26000,43,0,12,0,0,0,0,0,5,4,22,14.400000000000000,77,20,0,22,0,0,0,5,16,0,0,0,0,0,6,0,0,0,8,0,0,0,0,0,0,0,0,0,77,13,0,0,0,0,0,8,5,0,0,0,0,0,0,0,0,0,0,64,0,0,0,9,12,0,21,6,6,10,0,0,0,0,0,0,0,0,0,383,0,376,77,13,0,8,0,5,0,0,0,0,0,0,64,19,0,14,10,9,0,7,0,0,5,18.199999999999999,0.000000000000000,18.800000000000001,"Block Group 1, Census Tract 5451, Wayne County, Michigan",47,33,46,33,33,27,46,20,10,26,10,10,10,43,27,25,10,10,10,10,10,10,10,10,17,16,7,10,10,10,10,10,10,10,10,10,10,10,10,10,13,38,27,25,10,10,10,10,10,10,10,10,10,10,10,10,15,7,8,10,10,16,10,10,10,10,10,10,13,296,21418,27,10,16,10,10,10,10,10,8,7,20,61.000000000000000,33,18,10,18,10,10,10,7,19,10,10,10,10,10,9,10,10,10,12,10,10,10,10,10,10,10,10,0,33,15,10,10,10,10,10,13,7,10,10,10,10,10,10,10,10,10,10,29,10,10,10,13,10,10,19,9,10,16,10,10,10,10,10,10,10,10,10,145,0,45,33,15,10,13,10,7,10,10,10,10,10,10,29,17,10,15,16,13,10,10,10,10,8,6.900000000000000,0.000000000000000,7.900000000000000,56.043956043999998,806
807,26,163,545100,2,261635451002,Block Group 2,G5030,S,247320.000000000000000,0.000000000000000,+42.3746810,-083.2066667,G26016305451002,1989.890523889999940,247319.613396000000648,G26016305451002,2013-2017, , ,Michigan,26,Wayne County,163, , ,545100,2, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 2, Census Tract 5451, Wayne County, Michigan",268,120,148,120,86,34,148,0,0,19,0,0,0,129,34,34,0,0,0,0,0,0,0,0,0,6,12,16,0,0,0,0,0,0,0,0,0,0,0,0,0,596,34,34,0,0,0,0,0,0,0,0,0,0,0,6,0,0,11,0,17,0,0,0,0,0,0,0,0,850,28500,34,0,0,11,0,5,0,6,0,12,0,35.799999999999997,86,0,7,15,16,6,7,0,15,0,0,0,0,0,12,0,0,0,8,0,0,0,0,0,0,0,0,29200,86,27,0,0,0,0,0,0,0,0,0,15,12,0,0,0,0,0,0,59,0,6,0,0,10,3,14,19,0,0,0,0,7,0,0,0,0,0,0,453,1225,388,86,27,0,12,0,8,0,0,0,7,0,0,59,21,10,0,16,0,0,0,0,0,12,13.600000000000000,20.899999999999999,11.300000000000001,"Block Group 2, Census Tract 5451, Wayne County, Michigan",52,37,50,37,36,23,50,10,10,21,10,10,10,46,23,23,10,10,10,10,10,10,10,10,10,9,20,21,10,10,10,10,10,10,10,10,10,10,10,10,10,44,23,23,10,10,10,10,10,10,10,10,10,10,10,9,10,10,19,10,21,10,10,10,10,10,10,10,10,218,19554,23,10,10,19,10,8,10,9,10,20,10,40.399999999999999,36,10,11,15,19,8,10,10,19,10,10,10,10,10,18,10,10,10,11,10,10,10,10,10,10,10,10,16374,36,24,10,10,10,10,10,10,10,10,10,15,18,10,10,10,10,10,10,31,10,9,10,10,16,5,13,22,10,10,10,10,10,10,10,10,10,10,10,433,173,69,36,24,10,18,10,11,10,10,10,10,10,10,31,18,16,10,14,10,10,10,10,10,18,8.400000000000000,19.699999999999999,8.000000000000000,55.223880596999997,807
808,26,163,545100,3,261635451003,Block Group 3,G5030,S,656171.000000000000000,0.000000000000000,+42.3764791,-083.2098187,G26016305451003,4579.429107889999614,656169.846392999985255,G26016305451003,2013-2017, , ,Michigan,26,Wayne County,163, , ,545100,3, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 3, Census Tract 5451, Wayne County, Michigan",228,142,86,142,86,56,86,0,0,9,0,0,0,77,56,43,0,0,0,0,0,0,0,0,0,18,22,3,0,0,0,0,0,0,0,0,0,0,0,0,13,558,56,43,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,15,17,0,0,0,0,0,0,0,13,870,36800,56,0,0,3,0,0,11,0,6,23,13,50.000000000000000,86,25,11,0,29,0,0,0,0,0,0,16,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,21200,86,35,0,0,0,0,0,23,0,0,0,12,0,0,0,0,0,0,0,51,0,0,11,0,18,0,22,0,0,0,0,0,0,0,0,0,0,0,0,364,676,290,86,35,0,0,0,28,7,0,0,0,0,0,51,23,22,0,0,0,0,0,0,6,0,14.500000000000000,23.100000000000001,10.600000000000000,"Block Group 3, Census Tract 5451, Wayne County, Michigan",51,40,38,40,43,36,38,10,10,15,10,10,10,38,36,31,10,10,10,10,10,10,10,10,10,22,23,9,10,10,10,10,10,10,10,10,10,10,10,10,19,31,36,31,10,10,10,10,10,10,10,10,10,10,10,10,10,16,10,21,18,10,10,10,10,10,10,10,19,97,26322,36,10,10,9,10,10,16,10,9,26,19,0.000000000000000,43,22,12,10,25,10,10,10,10,10,10,25,10,10,10,10,10,10,7,10,10,10,10,10,10,10,10,11745,43,32,10,10,10,10,10,27,10,10,10,18,10,10,10,10,10,10,10,30,10,10,17,10,18,10,19,10,10,10,10,10,10,10,10,10,10,10,10,268,488,96,43,32,10,10,10,31,10,10,10,10,10,10,30,22,19,10,10,10,10,10,10,9,10,11.800000000000001,1.700000000000000,3.400000000000000,37.719298245600001,808
809,26,163,545200,1,261635452001,Block Group 1,G5030,S,207021.000000000000000,0.000000000000000,+42.3701638,-083.1998523,G26016305452001,1839.454745850000108,207019.988291999994544,G26016305452001,2013-2017, , ,Michigan,26,Wayne County,163, , ,545200,1, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 1, Census Tract 5452, Wayne County, Michigan",267,149,118,149,73,76,118,0,0,0,0,0,0,118,76,76,0,0,0,0,0,0,0,0,0,26,19,23,0,8,0,0,0,0,0,0,0,0,0,0,0,582,76,76,0,0,0,0,0,0,0,0,0,0,0,19,0,0,23,18,0,8,0,8,0,0,0,0,0,791,67300,76,23,0,0,0,0,0,0,0,35,18,50.000000000000000,73,0,0,0,0,0,0,0,0,13,17,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71500,73,60,0,0,0,0,0,12,12,0,0,19,0,17,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,796,1079,0,73,60,0,0,31,12,0,0,0,17,0,0,13,0,13,0,0,0,0,0,0,0,0,18.800000000000001,19.800000000000001,0.000000000000000,"Block Group 1, Census Tract 5452, Wayne County, Michigan",80,70,73,70,44,57,73,10,10,10,10,10,10,73,57,57,10,10,10,10,10,10,10,10,10,31,32,37,10,13,10,10,10,10,10,10,10,10,10,10,10,63,57,57,10,10,10,10,10,10,10,10,10,10,10,32,10,10,37,29,10,13,10,12,10,10,10,10,10,134,46721,57,37,10,10,10,10,10,10,10,36,29,0.000000000000000,44,10,10,10,10,10,10,10,10,24,25,37,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,6519,44,43,10,10,10,10,10,17,20,10,10,34,10,25,10,10,10,10,10,24,10,10,10,10,10,10,10,10,10,24,10,10,10,10,10,10,10,10,10,695,583,0,44,43,10,10,40,17,10,10,10,25,10,10,24,10,24,10,10,10,10,10,10,10,10,3.500000000000000,9.199999999999999,0.000000000000000,44.194756554300000,809
810,26,163,545200,2,261635452002,Block Group 2,G5030,S,272546.000000000000000,0.000000000000000,+42.3665072,-083.2033565,G26016305452002,2531.570951199999854,272545.134195999999065,G26016305452002,2013-2017, , ,Michigan,26,Wayne County,163, , ,545200,2, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 2, Census Tract 5452, Wayne County, Michigan",454,326,128,326,195,131,128,0,0,29,0,0,0,99,131,124,0,0,0,0,0,0,0,0,15,30,38,41,0,0,0,0,0,0,0,0,0,0,0,0,7,572,131,124,0,0,0,0,0,0,0,0,7,0,0,8,38,45,0,0,26,0,0,0,0,0,0,0,7,710,91800,131,0,0,0,38,0,26,0,15,45,7,34.600000000000001,195,19,0,32,0,0,41,15,0,10,36,11,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195,104,0,0,0,0,0,0,0,0,31,63,0,10,0,0,0,0,0,91,0,0,0,19,15,0,0,43,0,0,0,14,0,0,0,0,0,0,0,921,1083,427,195,104,0,0,22,0,41,0,0,0,41,0,91,34,31,12,0,0,14,0,0,0,0,19.800000000000001,28.699999999999999,11.900000000000000,"Block Group 2, Census Tract 5452, Wayne County, Michigan",101,100,66,100,86,83,66,10,10,34,10,10,10,57,83,83,10,10,10,10,10,10,10,10,16,44,57,46,10,10,10,10,10,10,10,10,10,10,10,10,11,55,83,83,10,10,10,10,10,10,10,10,11,10,10,12,57,49,10,10,38,10,10,10,10,10,10,10,11,40,61997,83,10,10,10,57,10,38,10,23,48,11,28.800000000000001,86,32,10,36,10,10,56,25,10,15,50,17,52,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,86,84,10,10,10,10,10,10,10,10,52,67,10,15,10,10,10,10,10,63,10,10,10,32,25,10,10,39,10,10,10,22,10,10,10,10,10,10,10,544,130,162,86,84,10,10,44,10,56,10,10,10,54,10,63,42,35,18,10,10,22,10,10,10,10,14.500000000000000,42.299999999999997,4.800000000000000,28.193832599099999,810
811,26,163,545200,3,261635452003,Block Group 3,G5030,S,352057.000000000000000,0.000000000000000,+42.3680035,-083.2132567,G26016305452003,2735.353115700000217,352057.941702999989502,G26016305452003,2013-2017, , ,Michigan,26,Wayne County,163, , ,545200,3, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 3, Census Tract 5452, Wayne County, Michigan",496,319,177,319,152,167,177,0,0,29,0,0,0,148,167,130,0,0,0,0,0,0,18,0,11,49,30,0,0,0,0,0,14,0,8,0,0,0,0,0,37,537,167,130,0,0,0,0,0,0,0,0,0,11,0,0,0,30,67,0,0,0,22,0,0,0,0,0,37,768,108200,167,0,18,0,0,93,0,0,0,19,37,27.500000000000000,152,10,7,0,54,0,42,0,0,0,0,12,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30600,152,79,0,0,0,0,0,42,0,0,0,10,0,27,0,0,0,0,0,73,0,0,0,0,0,0,7,56,10,0,0,0,0,0,0,0,0,0,0,607,0,453,152,79,0,42,0,37,0,0,0,0,0,0,73,12,44,0,10,0,0,0,0,7,0,13.699999999999999,14.699999999999999,12.800000000000001,"Block Group 3, Census Tract 5452, Wayne County, Michigan",99,96,71,96,93,75,71,10,10,33,10,10,10,67,75,71,10,10,10,10,10,10,24,10,16,54,36,10,10,10,10,10,24,10,13,10,10,10,10,10,63,38,75,71,10,10,10,10,10,10,10,10,10,16,10,10,10,36,57,10,10,10,28,10,10,10,10,10,63,25,60380,75,10,24,10,10,67,10,10,10,20,63,1.000000000000000,93,20,11,10,55,10,65,10,10,10,10,19,42,10,10,10,10,10,10,10,10,10,10,10,10,10,10,13684,93,74,10,10,10,10,10,65,10,10,10,19,10,42,10,10,10,10,10,61,10,10,10,10,10,10,11,58,20,10,10,10,10,10,10,10,10,10,10,267,0,29,93,74,10,65,10,46,10,10,10,10,10,10,61,19,53,10,20,10,10,10,10,11,10,7.400000000000000,13.100000000000000,7.300000000000000,35.685483871000002,811
