FID,STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,GEOID,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,GISJOIN,Shape_Leng,Shape_Area,GISJOIN_1,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,BTTRA,BTBGA,NAME_E,AH36E001,AH36E002,AH36E003,AH37E001,AH37E002,AH37E003,AH4HE001,AH4HE002,AH4HE003,AH4HE004,AH4HE005,AH4HE006,AH4HE007,AH4HE008,AH5JE001,AH5JE002,AH5JE003,AH5JE004,AH5JE005,AH5JE006,AH5JE007,AH5JE008,AH5JE009,AH5JE010,AH5JE011,AH5JE012,AH5JE013,AH5JE014,AH5JE015,AH5JE016,AH5JE017,AH5JE018,AH5JE019,AH5JE020,AH5JE021,AH5JE022,AH5JE023,AH5JE024,AH5JE025,AH5JE026,AH5JE027,AH5LE001,AH5QE001,AH5QE002,AH5QE003,AH5QE004,AH5QE005,AH5QE006,AH5QE007,AH5QE008,AH5QE009,AH5QE010,AH5QE011,AH5QE012,AH5QE013,AH5QE014,AH5QE015,AH5QE016,AH5QE017,AH5QE018,AH5QE019,AH5QE020,AH5QE021,AH5QE022,AH5QE023,AH5QE024,AH5QE025,AH5QE026,AH5QE027,AH5RE001,AH5SE001,AH5XE001,AH5XE002,AH5XE003,AH5XE004,AH5XE005,AH5XE006,AH5XE007,AH5XE008,AH5XE009,AH5XE010,AH5XE011,AH5YE001,AH51E001,AH51E002,AH51E003,AH51E004,AH51E005,AH51E006,AH51E007,AH51E008,AH51E009,AH51E010,AH51E011,AH51E012,AH51E013,AH51E014,AH51E015,AH51E016,AH51E017,AH51E018,AH51E019,AH51E020,AH51E021,AH51E022,AH51E023,AH51E024,AH51E025,AH51E026,AH51E027,AH53E001,NAME_M,AH36M001,AH36M002,AH36M003,AH37M001,AH37M002,AH37M003,AH4HM001,AH4HM002,AH4HM003,AH4HM004,AH4HM005,AH4HM006,AH4HM007,AH4HM008,AH5JM001,AH5JM002,AH5JM003,AH5JM004,AH5JM005,AH5JM006,AH5JM007,AH5JM008,AH5JM009,AH5JM010,AH5JM011,AH5JM012,AH5JM013,AH5JM014,AH5JM015,AH5JM016,AH5JM017,AH5JM018,AH5JM019,AH5JM020,AH5JM021,AH5JM022,AH5JM023,AH5JM024,AH5JM025,AH5JM026,AH5JM027,AH5LM001,AH5QM001,AH5QM002,AH5QM003,AH5QM004,AH5QM005,AH5QM006,AH5QM007,AH5QM008,AH5QM009,AH5QM010,AH5QM011,AH5QM012,AH5QM013,AH5QM014,AH5QM015,AH5QM016,AH5QM017,AH5QM018,AH5QM019,AH5QM020,AH5QM021,AH5QM022,AH5QM023,AH5QM024,AH5QM025,AH5QM026,AH5QM027,AH5RM001,AH5SM001,AH5XM001,AH5XM002,AH5XM003,AH5XM004,AH5XM005,AH5XM006,AH5XM007,AH5XM008,AH5XM009,AH5XM010,AH5XM011,AH5YM001,AH51M001,AH51M002,AH51M003,AH51M004,AH51M005,AH51M006,AH51M007,AH51M008,AH51M009,AH51M010,AH51M011,AH51M012,AH51M013,AH51M014,AH51M015,AH51M016,AH51M017,AH51M018,AH51M019,AH51M020,AH51M021,AH51M022,AH51M023,AH51M024,AH51M025,AH51M026,AH51M027,AH53M001
471,26,163,531700,2,2.61635E+11,Block Group 2,G5030,S,516626,0,42.3990036,-83.1165924,G26016305317002,3641.25904,516626.2943,G26016305317002,2013-2017, , ,Michigan,26,Wayne County,163, , ,531700,2, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 2, Census Tract 5317, Wayne County, Michigan",757,384,373,384,66,318,373,53,0,37,0,6,0,277,318,302,0,0,27,14,0,0,0,0,90,25,71,62,3,0,0,10,0,0,0,0,0,0,0,0,16,540,318,302,0,0,0,41,0,0,0,0,0,34,24,54,83,3,0,22,41,0,0,0,0,0,0,0,16,648,191200,318,0,10,3,58,14,37,31,0,149,16,39.7,66,0,0,13,4,0,0,0,18,10,4,0,5,0,0,0,12,0,0,0,0,0,0,0,0,0,0,48900,"Block Group 2, Census Tract 5317, Wayne County, Michigan",116,118,102,118,42,110,102,51,10,42,10,13,10,99,110,109,10,10,40,21,10,10,10,10,74,34,54,54,12,10,10,16,10,10,10,10,10,10,10,10,18,90,110,109,10,10,10,46,10,10,10,10,10,43,37,44,67,12,10,35,46,10,10,10,10,10,10,10,18,43,69925,110,10,16,12,71,21,42,43,10,82,18,40.5,42,10,10,15,9,10,10,10,26,15,8,10,11,10,10,10,18,10,10,10,10,10,10,10,10,10,10,18202
472,26,163,531800,1,2.61635E+11,Block Group 1,G5030,S,209175,0,42.387157,-83.1124782,G26016305318001,2147.642383,209174.215,G26016305318001,2013-2017, , ,Michigan,26,Wayne County,163, , ,531800,1, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 1, Census Tract 5318, Wayne County, Michigan",342,186,156,186,106,80,156,0,0,0,0,0,0,156,80,73,13,0,14,0,0,0,0,0,0,18,0,6,22,0,0,0,0,0,0,0,0,0,0,0,7,526,80,73,13,0,14,0,0,0,0,0,0,7,0,0,0,0,0,11,22,6,0,0,0,0,0,0,7,0,42900,80,13,0,0,9,0,6,0,14,31,7,46.1,106,43,16,0,15,14,0,2,11,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,13100,"Block Group 1, Census Tract 5318, Wayne County, Michigan",68,58,49,58,48,43,49,10,10,10,10,10,10,49,43,41,14,10,22,10,10,10,10,10,10,20,10,9,25,10,10,10,10,10,10,10,10,10,10,10,13,355,43,41,14,10,22,10,10,10,10,10,10,9,10,10,10,10,10,18,25,9,10,10,10,10,10,10,13,0,30342,43,14,10,10,14,10,9,10,22,30,13,20.4,48,30,16,10,17,21,10,5,19,10,10,10,10,10,10,10,10,10,10,10,8,10,10,10,10,10,10,10967
473,26,163,531800,2,2.61635E+11,Block Group 2,G5030,S,293369,0,42.3896073,-83.1141837,G26016305318002,2349.489085,293369.3812,G26016305318002,2013-2017, , ,Michigan,26,Wayne County,163, , ,531800,2, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 2, Census Tract 5318, Wayne County, Michigan",415,257,158,257,84,173,158,10,0,10,0,0,0,138,173,160,5,0,0,0,7,0,17,12,33,24,15,9,12,17,9,0,0,0,0,0,0,0,0,0,13,513,173,160,0,0,0,0,0,0,5,7,25,11,22,0,0,5,11,29,15,30,0,0,0,0,0,0,13,773,120500,173,0,8,5,9,0,31,0,0,107,13,50,84,7,21,14,17,1,11,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20000,"Block Group 2, Census Tract 5318, Wayne County, Michigan",78,64,61,64,31,64,61,15,10,17,10,10,10,57,64,61,7,10,10,10,12,10,25,18,24,24,23,15,17,27,14,10,10,10,10,10,10,10,10,10,15,54,64,61,10,10,10,10,10,10,7,12,28,17,19,10,10,7,18,31,23,22,10,10,10,10,10,10,15,186,49048,64,10,11,7,15,10,32,10,10,55,15,0,31,8,17,16,14,4,12,10,4,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,4530
474,26,163,531800,3,2.61635E+11,Block Group 3,G5030,S,366306,0,42.3928562,-83.1163719,G26016305318003,2529.592297,366306.0966,G26016305318003,2013-2017, , ,Michigan,26,Wayne County,163, , ,531800,3, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 3, Census Tract 5318, Wayne County, Michigan",684,297,387,297,96,201,387,0,8,71,30,0,0,278,201,190,0,13,0,0,13,6,5,64,38,7,15,0,17,0,12,0,0,0,0,0,0,0,0,0,11,445,201,190,0,0,0,0,0,0,13,27,37,22,10,5,17,15,15,17,0,0,12,0,0,0,0,0,11,541,118300,201,0,13,19,0,13,25,7,21,79,24,45.5,96,16,20,6,4,0,30,6,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30300,"Block Group 3, Census Tract 5318, Wayne County, Michigan",82,75,76,75,44,63,76,10,13,39,28,10,10,68,63,61,10,20,10,10,21,9,8,32,32,10,22,10,22,10,15,10,10,10,10,10,10,10,10,10,18,27,63,61,10,10,10,10,10,10,20,22,23,26,16,8,19,16,22,22,10,10,15,10,10,10,10,10,18,82,39573,63,10,15,18,10,14,28,10,22,45,28,15,44,18,26,9,8,10,22,8,11,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,18548
475,26,163,531900,1,2.61635E+11,Block Group 1,G5030,S,316908,0,42.3943203,-83.109034,G26016305319001,2409.777058,316910.7487,G26016305319001,2013-2017, , ,Michigan,26,Wayne County,163, , ,531900,1, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 1, Census Tract 5319, Wayne County, Michigan",227,75,152,75,23,52,152,20,0,10,0,0,0,122,52,34,0,0,0,0,0,0,0,7,8,0,0,0,13,0,6,0,0,0,0,0,0,0,0,0,18,658,52,34,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,7,13,6,0,0,0,0,0,0,18,915,27700,52,0,0,0,13,0,0,6,0,15,18,38.3,23,0,0,0,0,6,0,0,2,0,0,0,0,9,0,0,0,6,0,0,0,0,0,0,0,0,0,93900,"Block Group 1, Census Tract 5319, Wayne County, Michigan",52,32,48,32,16,33,48,22,10,16,10,10,10,44,33,27,10,10,10,10,10,10,10,11,13,10,10,10,19,10,8,10,10,10,10,10,10,10,10,10,20,344,33,27,10,10,10,10,10,10,10,10,10,13,10,10,10,10,10,11,19,8,10,10,10,10,10,10,20,118,22235,33,10,10,10,19,10,10,8,10,16,20,46.4,16,10,10,10,10,8,10,10,5,10,10,10,10,14,10,10,10,9,10,10,10,10,10,10,10,10,10,58835
476,26,163,531900,2,2.61635E+11,Block Group 2,G5030,S,390511,0,42.3869115,-83.1040781,G26016305319002,2851.373218,390509.8309,G26016305319002,2013-2017, , ,Michigan,26,Wayne County,163, , ,531900,2, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 2, Census Tract 5319, Wayne County, Michigan",573,186,387,186,42,144,387,10,0,10,0,0,0,367,144,123,0,0,0,0,0,0,6,25,20,21,0,20,10,0,0,21,0,0,0,0,0,0,0,0,21,525,144,123,0,0,0,0,0,0,0,0,0,26,6,7,0,12,9,12,30,0,21,0,0,0,0,0,21,813,103200,144,0,7,32,14,6,9,0,12,43,21,31.4,42,0,6,0,0,13,6,0,11,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,31700,"Block Group 2, Census Tract 5319, Wayne County, Michigan",53,54,62,54,30,50,62,16,10,17,10,10,10,67,50,48,10,10,10,10,10,10,10,22,23,22,10,28,15,10,10,32,10,10,10,10,10,10,10,10,15,95,50,48,10,10,10,10,10,10,10,10,10,25,8,11,10,19,15,19,33,10,32,10,10,10,10,10,15,173,46643,50,10,11,34,22,10,15,10,19,38,15,25.8,30,10,9,10,10,20,9,10,18,10,10,10,10,10,8,10,10,10,10,10,10,10,10,10,10,10,10,17278
477,26,163,532200,1,2.61635E+11,Block Group 1,G5030,S,233759,0,42.3867948,-83.0984837,G26016305322001,1922.360071,233758.8072,G26016305322001,2013-2017, , ,Michigan,26,Wayne County,163, , ,532200,1, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 1, Census Tract 5322, Wayne County, Michigan",235,135,100,135,35,100,100,0,0,0,0,0,0,100,100,100,0,0,0,14,0,0,7,20,0,16,0,30,0,0,0,13,0,0,0,0,0,0,0,0,0,528,100,100,0,0,0,14,0,0,0,7,0,0,20,0,16,0,0,8,13,22,0,0,0,0,0,0,0,678,71800,100,0,0,0,0,14,0,0,13,53,20,50,35,0,10,0,12,0,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23100,"Block Group 1, Census Tract 5322, Wayne County, Michigan",59,48,49,48,29,45,49,10,10,10,10,10,10,49,45,45,10,10,10,21,10,10,10,32,10,25,10,26,10,10,10,18,10,10,10,10,10,10,10,10,10,158,45,45,10,10,10,21,10,10,10,10,10,10,32,10,25,10,10,14,18,22,10,10,10,10,10,10,10,237,36996,45,10,10,10,10,21,10,10,18,32,22,0,29,10,15,10,18,10,11,14,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,15402
478,26,163,532200,2,2.61635E+11,Block Group 2,G5030,S,465967,0,42.3892062,-83.0916787,G26016305322002,2779.552272,465967.2256,G26016305322002,2013-2017, , ,Michigan,26,Wayne County,163, , ,532200,2, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 2, Census Tract 5322, Wayne County, Michigan",549,395,154,395,269,126,154,0,0,12,12,0,0,130,126,104,0,0,0,0,0,0,9,12,38,9,12,5,0,15,0,0,0,4,0,0,0,0,0,0,22,491,126,104,0,0,0,0,0,0,0,9,0,28,28,0,0,11,0,4,15,5,4,0,0,0,0,0,22,577,69300,126,0,18,0,15,0,12,9,10,40,22,38.9,269,22,6,0,24,0,31,33,52,7,4,21,23,0,6,13,9,0,14,4,0,0,0,0,0,0,0,43600,"Block Group 2, Census Tract 5322, Wayne County, Michigan",60,69,58,69,58,47,58,10,10,18,19,10,10,53,47,38,10,10,10,10,10,10,13,18,35,9,15,7,10,21,10,10,10,7,10,10,10,10,10,10,27,47,47,38,10,10,10,10,10,10,10,13,10,30,27,10,10,13,10,7,21,7,7,10,10,10,10,10,27,86,26018,47,10,20,10,21,10,14,9,12,34,27,19.6,58,20,10,10,21,10,34,25,26,10,9,29,30,10,9,17,13,10,18,6,10,10,10,10,10,10,10,6546
479,26,163,532300,1,2.61635E+11,Block Group 1,G5030,S,676335,0,42.3840376,-83.0891148,G26016305323001,3547.58832,676334.0977,G26016305323001,2013-2017, , ,Michigan,26,Wayne County,163, , ,532300,1, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 1, Census Tract 5323, Wayne County, Michigan",568,364,204,364,254,110,204,37,0,16,7,13,0,131,110,91,0,0,0,16,0,13,8,0,0,27,0,0,0,0,0,0,6,15,0,6,0,0,0,0,19,516,110,91,0,0,0,16,0,13,0,0,0,10,21,0,0,0,0,0,0,21,4,6,0,0,0,0,19,565,65400,110,0,18,13,0,0,0,0,11,33,35,45.9,254,6,0,0,4,0,0,5,27,30,4,0,7,7,16,12,37,7,23,24,21,5,4,5,10,0,0,156100,"Block Group 1, Census Tract 5323, Wayne County, Michigan",26,46,40,46,39,41,40,36,10,16,11,20,10,42,41,40,10,10,10,26,10,21,12,10,10,21,10,10,10,10,10,10,9,17,10,9,10,10,10,10,15,173,41,40,10,10,10,26,10,21,10,10,10,14,18,10,10,10,10,10,10,19,6,9,10,10,10,10,15,203,27493,41,10,16,21,10,10,10,10,16,23,29,39.2,39,8,10,10,6,10,10,7,26,32,7,10,10,11,14,14,23,9,16,25,16,7,7,7,12,10,10,24477
480,26,163,532400,1,2.61635E+11,Block Group 1,G5030,S,168068,0,42.3805049,-83.0839296,G26016305324001,1710.282478,168067.7679,G26016305324001,2013-2017, , ,Michigan,26,Wayne County,163, , ,532400,1, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 1, Census Tract 5324, Wayne County, Michigan",325,170,155,170,42,128,155,56,0,0,0,0,0,99,128,121,0,0,0,19,6,0,0,19,16,15,14,0,6,0,20,6,0,0,0,0,0,0,0,0,7,502,128,121,0,0,0,0,0,6,19,13,16,6,0,14,6,0,0,26,15,0,0,0,0,0,0,0,7,602,73500,128,0,0,0,19,15,0,26,16,39,13,39.5,42,0,0,0,0,0,0,0,0,0,12,6,0,7,5,5,0,0,0,0,0,0,0,0,7,0,0,94300,"Block Group 1, Census Tract 5324, Wayne County, Michigan",69,58,64,58,25,54,64,45,10,10,10,10,10,52,54,54,10,10,10,30,8,10,10,23,26,25,23,10,8,10,32,9,10,10,10,10,10,10,10,10,10,103,54,54,10,10,10,10,10,8,30,21,26,9,10,23,8,10,10,33,25,10,10,10,10,10,10,10,10,274,37151,54,10,10,10,30,25,10,26,26,38,13,11.2,25,10,10,10,10,10,10,10,10,10,16,9,10,10,8,10,10,10,10,10,10,10,10,10,10,10,10,33422
481,26,163,532400,2,2.61635E+11,Block Group 2,G5030,S,164367,0,42.3780772,-83.0822928,G26016305324002,1694.916323,164366.4073,G26016305324002,2013-2017, , ,Michigan,26,Wayne County,163, , ,532400,2, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 2, Census Tract 5324, Wayne County, Michigan",340,228,112,228,52,176,112,44,0,13,0,0,0,55,176,165,22,17,69,9,0,0,0,4,0,0,1,6,5,14,18,0,0,0,0,0,0,0,0,0,11,182,176,165,22,17,16,41,21,0,0,0,0,0,0,6,1,5,0,10,0,26,0,0,0,0,0,0,11,234,67100,176,9,17,0,20,13,26,0,0,60,31,32.6,52,0,6,0,9,0,0,0,0,0,0,0,7,17,6,0,0,0,0,7,0,0,0,0,0,0,0,92400,"Block Group 2, Census Tract 5324, Wayne County, Michigan",65,58,57,58,43,54,57,39,10,21,10,10,10,40,54,55,30,25,37,14,10,10,10,7,10,10,6,9,9,21,17,10,10,10,10,10,10,10,10,10,10,16,54,55,30,25,22,31,24,10,10,10,10,10,10,9,6,9,10,12,10,20,10,10,10,10,10,10,10,33,27268,54,14,25,10,23,15,23,10,10,39,27,16.6,43,10,10,10,13,10,10,10,10,10,10,10,10,26,11,10,10,10,10,13,10,10,10,10,10,10,10,17788
482,26,163,532400,3,2.61635E+11,Block Group 3,G5030,S,214189,0,42.3771241,-83.0855498,G26016305324003,2963.027925,214188.1966,G26016305324003,2013-2017, , ,Michigan,26,Wayne County,163, , ,532400,3, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 3, Census Tract 5324, Wayne County, Michigan",312,169,143,169,67,102,143,15,0,28,34,0,0,66,102,102,0,0,0,0,0,0,0,18,8,26,6,0,11,17,16,0,0,0,0,0,0,0,0,0,0,548,102,102,0,0,0,0,0,0,0,0,0,14,0,11,0,18,17,15,11,16,0,0,0,0,0,0,0,774,79100,102,0,0,0,25,0,9,0,6,44,18,50,67,0,0,0,0,0,14,0,1,0,6,0,20,18,0,8,0,0,0,0,0,0,0,0,0,0,0,86300,"Block Group 3, Census Tract 5324, Wayne County, Michigan",65,50,56,50,30,51,56,24,10,22,32,10,10,41,51,51,10,10,10,10,10,10,10,29,13,19,9,10,17,26,26,10,10,10,10,10,10,10,10,10,10,191,51,51,10,10,10,10,10,10,10,10,10,16,10,16,10,29,26,15,17,26,10,10,10,10,10,10,10,87,42801,51,10,10,10,29,10,12,10,9,35,29,0,30,10,10,10,10,10,14,10,5,10,9,10,21,20,10,13,10,10,10,10,10,10,10,10,10,10,10,8263
483,26,163,532600,1,2.61635E+11,Block Group 1,G5030,S,206416,0,42.3713992,-83.090135,G26016305326001,2152.602437,206416.8462,G26016305326001,2013-2017, , ,Michigan,26,Wayne County,163, , ,532600,1, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 1, Census Tract 5326, Wayne County, Michigan",589,435,154,435,71,364,154,71,0,0,0,0,0,83,364,360,0,0,0,10,0,12,83,100,73,27,45,0,0,0,0,10,0,0,0,0,0,0,0,0,4,438,364,360,0,0,0,10,0,12,0,75,79,0,10,0,27,29,77,31,10,0,0,0,0,0,0,0,4,570,213100,364,16,31,60,10,100,24,0,49,45,29,27.5,71,0,0,0,0,0,11,0,51,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44800,"Block Group 1, Census Tract 5326, Wayne County, Michigan",109,109,80,109,79,118,80,60,10,10,10,10,10,59,118,115,10,10,10,17,10,19,66,67,73,41,54,10,10,10,10,20,10,10,10,10,10,10,10,10,12,34,118,115,10,10,10,17,10,19,10,63,56,10,16,10,41,48,78,49,20,10,10,10,10,10,10,10,12,280,79131,118,22,42,67,16,85,30,10,44,47,43,6.2,79,10,10,10,10,10,16,10,72,16,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,2357
484,26,163,532600,2,2.61635E+11,Block Group 2,G5030,S,248460,0,42.3684203,-83.0895032,G26016305326002,2885.407613,248460.0998,G26016305326002,2013-2017, , ,Michigan,26,Wayne County,163, , ,532600,2, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 2, Census Tract 5326, Wayne County, Michigan",570,393,177,393,19,374,177,70,0,0,0,0,0,107,374,356,0,19,56,15,9,0,50,49,33,0,0,24,19,27,28,0,27,0,0,0,0,0,0,0,18,430,374,356,0,0,10,50,15,0,24,33,60,0,0,8,43,0,10,40,17,19,27,0,0,0,0,0,18,488,215400,374,6,25,41,62,28,33,8,0,153,18,32.4,19,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Block Group 2, Census Tract 5326, Wayne County, Michigan",122,121,80,121,29,121,80,54,10,10,10,10,10,69,121,124,10,24,49,27,15,10,47,53,42,10,10,39,31,34,31,10,34,10,10,10,10,10,10,10,28,96,121,124,10,10,16,49,19,10,31,40,57,10,10,13,51,10,18,38,28,24,34,10,10,10,10,10,28,248,90110,121,10,28,43,52,36,41,13,10,81,28,23.4,29,10,10,10,29,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0
485,26,163,532600,3,2.61635E+11,Block Group 3,G5030,S,251463,0,42.3674669,-83.0863348,G26016305326003,2057.223234,251462.5233,G26016305326003,2013-2017, , ,Michigan,26,Wayne County,163, , ,532600,3, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 3, Census Tract 5326, Wayne County, Michigan",283,191,92,191,57,134,92,8,0,0,21,0,0,63,134,122,0,0,0,0,0,0,0,10,0,0,0,8,71,6,0,27,0,0,0,0,0,0,0,0,12,680,134,122,0,0,0,0,0,0,0,0,0,0,0,18,71,6,0,27,0,0,0,0,0,0,0,0,12,680,85300,134,0,46,33,0,0,7,0,6,30,12,17.3,57,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,5,0,40,0,0,0,0,0,0,0,0,214400,"Block Group 3, Census Tract 5326, Wayne County, Michigan",89,71,59,71,58,67,59,12,10,10,35,10,10,58,67,67,10,10,10,10,10,10,10,18,10,10,10,12,56,13,10,31,10,10,10,10,10,10,10,10,19,15,67,67,10,10,10,10,10,10,10,10,10,10,10,23,56,13,10,31,10,10,10,10,10,10,10,10,19,15,45838,67,10,48,31,10,10,11,10,13,36,19,7.4,58,10,10,10,10,10,10,10,10,10,10,10,20,10,10,10,15,10,61,10,10,10,10,10,10,10,10,95603
486,26,163,532700,1,2.61635E+11,Block Group 1,G5030,S,414738,0,42.3757187,-83.0914623,G26016305327001,2583.531946,414738.3992,G26016305327001,2013-2017, , ,Michigan,26,Wayne County,163, , ,532700,1, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 1, Census Tract 5327, Wayne County, Michigan",407,187,220,187,75,112,220,11,0,0,13,0,0,196,112,107,0,0,0,0,4,0,0,17,41,18,24,0,0,0,3,0,0,0,0,0,0,0,0,0,5,490,112,107,0,0,0,0,0,0,0,0,0,31,0,16,13,0,39,5,0,3,0,0,0,0,0,0,5,675,72400,112,0,0,0,32,0,0,5,0,23,52,24.7,75,33,0,6,0,0,7,5,0,19,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Block Group 1, Census Tract 5327, Wayne County, Michigan",63,55,62,55,27,52,62,18,10,10,16,10,10,57,52,52,10,10,10,10,7,10,10,18,34,21,24,10,10,10,7,10,10,10,10,10,10,10,10,10,7,33,52,52,10,10,10,10,10,10,10,10,10,32,10,21,20,10,37,9,10,7,10,10,10,10,10,10,7,168,36673,52,10,10,10,27,10,10,9,10,24,37,42.8,27,22,10,9,10,10,12,8,10,17,7,10,10,10,10,10,10,10,10,10,9,10,10,10,10,10,10,0
487,26,163,532700,2,2.61635E+11,Block Group 2,G5030,S,170379,0,42.3741013,-83.0959573,G26016305327002,1917.359781,170378.3581,G26016305327002,2013-2017, , ,Michigan,26,Wayne County,163, , ,532700,2, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 2, Census Tract 5327, Wayne County, Michigan",311,88,223,88,45,43,223,0,0,0,0,0,0,223,43,43,0,0,0,0,0,0,17,6,0,5,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,438,43,43,0,0,0,0,0,0,0,0,5,0,12,0,0,6,0,19,0,1,0,0,0,0,0,0,0,738,31000,43,0,0,15,0,11,12,0,5,0,0,28,45,10,4,8,0,0,0,13,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,"Block Group 2, Census Tract 5327, Wayne County, Michigan",70,43,59,43,27,31,59,10,10,10,10,10,10,59,31,31,10,10,10,10,10,10,20,8,10,12,15,10,10,10,10,10,8,10,10,10,10,10,10,10,10,207,31,31,10,10,10,10,10,10,10,10,7,10,19,10,10,8,10,22,10,8,10,10,10,10,10,10,10,265,23978,31,10,10,18,10,11,19,10,12,10,10,8.9,27,12,7,13,10,10,10,20,10,7,10,10,10,10,8,10,10,10,10,10,10,10,10,10,10,10,10,0
488,26,163,533000,1,2.61635E+11,Block Group 1,G5030,S,304424,0,42.3665453,-83.0949305,G26016305330001,2447.255466,304422.9929,G26016305330001,2013-2017, , ,Michigan,26,Wayne County,163, , ,533000,1, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 1, Census Tract 5330, Wayne County, Michigan",496,256,240,256,58,198,240,27,10,0,0,0,0,203,198,198,16,16,2,21,0,0,23,8,11,67,29,5,0,0,0,0,0,0,0,0,0,0,0,0,0,501,198,198,0,4,2,0,4,27,12,0,14,27,33,16,22,0,12,12,13,0,0,0,0,0,0,0,0,564,111500,198,0,0,19,5,19,27,6,29,76,17,45,58,0,13,0,12,0,7,16,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,32900,"Block Group 1, Census Tract 5330, Wayne County, Michigan",59,63,57,63,31,56,57,25,15,10,10,10,10,57,56,56,18,17,6,23,10,10,25,11,12,39,26,9,10,10,10,10,10,10,10,10,10,10,10,10,10,120,56,56,10,7,6,10,7,28,17,10,14,24,28,22,25,10,13,18,20,10,10,10,10,10,10,10,10,53,36825,56,10,10,23,8,17,25,9,25,42,21,12.9,31,10,13,10,17,10,10,20,10,10,10,10,10,10,17,10,10,10,10,10,10,10,10,10,10,10,10,17179
489,26,163,533000,2,2.61635E+11,Block Group 2,G5030,S,439140,0,42.3648226,-83.099563,G26016305330002,2750.412682,439141.087,G26016305330002,2013-2017, , ,Michigan,26,Wayne County,163, , ,533000,2, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 2, Census Tract 5330, Wayne County, Michigan",354,261,93,261,183,78,93,0,0,9,10,0,0,74,78,71,0,0,0,0,0,0,0,0,0,31,7,11,6,0,0,6,10,0,0,0,0,0,0,0,7,582,78,71,0,0,0,0,0,0,0,0,0,13,0,0,7,0,0,11,18,0,12,10,0,0,0,0,7,925,70100,78,0,0,0,17,13,0,0,0,41,7,50,183,12,0,0,11,0,20,6,30,44,11,18,0,6,5,0,0,10,9,0,0,0,0,1,0,0,0,52800,"Block Group 2, Census Tract 5330, Wayne County, Michigan",55,46,42,46,50,41,42,10,10,15,15,10,10,40,41,40,10,10,10,10,10,10,10,10,10,34,10,18,11,10,10,10,15,10,10,10,10,10,10,10,10,124,41,40,10,10,10,10,10,10,10,10,10,19,10,10,10,10,10,18,24,10,16,15,10,10,10,10,10,321,40872,41,10,10,10,17,19,10,10,10,27,10,0,50,17,10,10,12,10,18,9,22,32,12,19,10,10,8,10,10,15,14,10,10,10,10,5,10,10,10,6445
