GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,BTTRA,BTBGA,NAME_E,AH53E001
G26016104145002,2013-2017,,,Michigan,26,Washtenaw County,161,,,414500,2,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 4145, Washtenaw County, Michigan",221500
G26016104147001,2013-2017,,,Michigan,26,Washtenaw County,161,,,414700,1,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 4147, Washtenaw County, Michigan",147300
G26016104149001,2013-2017,,,Michigan,26,Washtenaw County,161,,,414900,1,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 4149, Washtenaw County, Michigan",358600
G26016104149002,2013-2017,,,Michigan,26,Washtenaw County,161,,,414900,2,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 4149, Washtenaw County, Michigan",306000
G26016104152001,2013-2017,,,Michigan,26,Washtenaw County,161,,,415200,1,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 4152, Washtenaw County, Michigan",214700
G26016104154001,2013-2017,,,Michigan,26,Washtenaw County,161,,,415400,1,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 4154, Washtenaw County, Michigan",178800
G26016104156001,2013-2017,,,Michigan,26,Washtenaw County,161,,,415600,1,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 4156, Washtenaw County, Michigan",429900
G26016104158001,2013-2017,,,Michigan,26,Washtenaw County,161,,,415800,1,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 4158, Washtenaw County, Michigan",462600
G26016104158002,2013-2017,,,Michigan,26,Washtenaw County,161,,,415800,2,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 4158, Washtenaw County, Michigan",457500
G26016104160001,2013-2017,,,Michigan,26,Washtenaw County,161,,,416000,1,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 4160, Washtenaw County, Michigan",
G26016104160002,2013-2017,,,Michigan,26,Washtenaw County,161,,,416000,2,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 4160, Washtenaw County, Michigan",248000
G26016104162001,2013-2017,,,Michigan,26,Washtenaw County,161,,,416200,1,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 4162, Washtenaw County, Michigan",242900
G26016104162002,2013-2017,,,Michigan,26,Washtenaw County,161,,,416200,2,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 4162, Washtenaw County, Michigan",257600
G26016104200001,2013-2017,,,Michigan,26,Washtenaw County,161,,,420000,1,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 4200, Washtenaw County, Michigan",182100
G26016104200002,2013-2017,,,Michigan,26,Washtenaw County,161,,,420000,2,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 4200, Washtenaw County, Michigan",176000
G26016104202001,2013-2017,,,Michigan,26,Washtenaw County,161,,,420200,1,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 4202, Washtenaw County, Michigan",204500
G26016104202002,2013-2017,,,Michigan,26,Washtenaw County,161,,,420200,2,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 4202, Washtenaw County, Michigan",200000
G26016104211001,2013-2017,,,Michigan,26,Washtenaw County,161,,,421100,1,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 4211, Washtenaw County, Michigan",139700
G26016104211002,2013-2017,,,Michigan,26,Washtenaw County,161,,,421100,2,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 4211, Washtenaw County, Michigan",124700
G26016104211003,2013-2017,,,Michigan,26,Washtenaw County,161,,,421100,3,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 4211, Washtenaw County, Michigan",166900
G26016104219001,2013-2017,,,Michigan,26,Washtenaw County,161,,,421900,1,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 4219, Washtenaw County, Michigan",
G26016104222001,2013-2017,,,Michigan,26,Washtenaw County,161,,,422200,1,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 4222, Washtenaw County, Michigan",358800
G26016104222002,2013-2017,,,Michigan,26,Washtenaw County,161,,,422200,2,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 4222, Washtenaw County, Michigan",340900
G26016104222003,2013-2017,,,Michigan,26,Washtenaw County,161,,,422200,3,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 4222, Washtenaw County, Michigan",247200
G26016104222004,2013-2017,,,Michigan,26,Washtenaw County,161,,,422200,4,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 4222, Washtenaw County, Michigan",224400
G26016104229001,2013-2017,,,Michigan,26,Washtenaw County,161,,,422900,1,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 4229, Washtenaw County, Michigan",
G26016104229002,2013-2017,,,Michigan,26,Washtenaw County,161,,,422900,2,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 4229, Washtenaw County, Michigan",
G26016104234001,2013-2017,,,Michigan,26,Washtenaw County,161,,,423400,1,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 4234, Washtenaw County, Michigan",238500
G26016104234002,2013-2017,,,Michigan,26,Washtenaw County,161,,,423400,2,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 4234, Washtenaw County, Michigan",161600
G26016104234003,2013-2017,,,Michigan,26,Washtenaw County,161,,,423400,3,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 4234, Washtenaw County, Michigan",268400
G26016104236001,2013-2017,,,Michigan,26,Washtenaw County,161,,,423600,1,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 4236, Washtenaw County, Michigan",207100
G26016104236002,2013-2017,,,Michigan,26,Washtenaw County,161,,,423600,2,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 4236, Washtenaw County, Michigan",247800
G26016104250001,2013-2017,,,Michigan,26,Washtenaw County,161,,,425000,1,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 4250, Washtenaw County, Michigan",21500
G26016104250002,2013-2017,,,Michigan,26,Washtenaw County,161,,,425000,2,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 4250, Washtenaw County, Michigan",356100
G26016104250003,2013-2017,,,Michigan,26,Washtenaw County,161,,,425000,3,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 4250, Washtenaw County, Michigan",352800
G26016104260001,2013-2017,,,Michigan,26,Washtenaw County,161,,,426000,1,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 4260, Washtenaw County, Michigan",321000
G26016104260002,2013-2017,,,Michigan,26,Washtenaw County,161,,,426000,2,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 4260, Washtenaw County, Michigan",183300
G26016104310001,2013-2017,,,Michigan,26,Washtenaw County,161,,,431000,1,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 4310, Washtenaw County, Michigan",244400
G26016104310002,2013-2017,,,Michigan,26,Washtenaw County,161,,,431000,2,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 4310, Washtenaw County, Michigan",154200
G26016104310003,2013-2017,,,Michigan,26,Washtenaw County,161,,,431000,3,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 4310, Washtenaw County, Michigan",148800
G26016104320001,2013-2017,,,Michigan,26,Washtenaw County,161,,,432000,1,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 4320, Washtenaw County, Michigan",270500
G26016104320002,2013-2017,,,Michigan,26,Washtenaw County,161,,,432000,2,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 4320, Washtenaw County, Michigan",263900
G26016104320003,2013-2017,,,Michigan,26,Washtenaw County,161,,,432000,3,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 4320, Washtenaw County, Michigan",254800
G26016104440001,2013-2017,,,Michigan,26,Washtenaw County,161,,,444000,1,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 4440, Washtenaw County, Michigan",283900
G26016104440002,2013-2017,,,Michigan,26,Washtenaw County,161,,,444000,2,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 4440, Washtenaw County, Michigan",273000
G26016104440003,2013-2017,,,Michigan,26,Washtenaw County,161,,,444000,3,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 4440, Washtenaw County, Michigan",283500
G26016104440004,2013-2017,,,Michigan,26,Washtenaw County,161,,,444000,4,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 4440, Washtenaw County, Michigan",283800
G26016104450001,2013-2017,,,Michigan,26,Washtenaw County,161,,,445000,1,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 4450, Washtenaw County, Michigan",241400
G26016104450002,2013-2017,,,Michigan,26,Washtenaw County,161,,,445000,2,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 4450, Washtenaw County, Michigan",247800
G26016104462001,2013-2017,,,Michigan,26,Washtenaw County,161,,,446200,1,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 4462, Washtenaw County, Michigan",165400
G26016104462002,2013-2017,,,Michigan,26,Washtenaw County,161,,,446200,2,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 4462, Washtenaw County, Michigan",162500
G26016104464001,2013-2017,,,Michigan,26,Washtenaw County,161,,,446400,1,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 4464, Washtenaw County, Michigan",198800
G26016104464002,2013-2017,,,Michigan,26,Washtenaw County,161,,,446400,2,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 4464, Washtenaw County, Michigan",252700
G26016104470001,2013-2017,,,Michigan,26,Washtenaw County,161,,,447000,1,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 4470, Washtenaw County, Michigan",243700
G26016104480001,2013-2017,,,Michigan,26,Washtenaw County,161,,,448000,1,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 4480, Washtenaw County, Michigan",266900
G26016104480002,2013-2017,,,Michigan,26,Washtenaw County,161,,,448000,2,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 4480, Washtenaw County, Michigan",240400
G26016104530001,2013-2017,,,Michigan,26,Washtenaw County,161,,,453000,1,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 4530, Washtenaw County, Michigan",373900
G26016104530002,2013-2017,,,Michigan,26,Washtenaw County,161,,,453000,2,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 4530, Washtenaw County, Michigan",633400
G26016104530003,2013-2017,,,Michigan,26,Washtenaw County,161,,,453000,3,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 4530, Washtenaw County, Michigan",345800
G26016104540001,2013-2017,,,Michigan,26,Washtenaw County,161,,,454000,1,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 4540, Washtenaw County, Michigan",190200
G26016104540002,2013-2017,,,Michigan,26,Washtenaw County,161,,,454000,2,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 4540, Washtenaw County, Michigan",279800
G26016104550001,2013-2017,,,Michigan,26,Washtenaw County,161,,,455000,1,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 4550, Washtenaw County, Michigan",323800
G26016104550002,2013-2017,,,Michigan,26,Washtenaw County,161,,,455000,2,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 4550, Washtenaw County, Michigan",13600
G26016104560001,2013-2017,,,Michigan,26,Washtenaw County,161,,,456000,1,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 4560, Washtenaw County, Michigan",393500
G26016104560002,2013-2017,,,Michigan,26,Washtenaw County,161,,,456000,2,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 4560, Washtenaw County, Michigan",351900
G26016104610001,2013-2017,,,Michigan,26,Washtenaw County,161,,,461000,1,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 4610, Washtenaw County, Michigan",424500
G26016104610002,2013-2017,,,Michigan,26,Washtenaw County,161,,,461000,2,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 4610, Washtenaw County, Michigan",380600
G26016104610003,2013-2017,,,Michigan,26,Washtenaw County,161,,,461000,3,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 4610, Washtenaw County, Michigan",297700
G26016104640001,2013-2017,,,Michigan,26,Washtenaw County,161,,,464000,1,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 4640, Washtenaw County, Michigan",342900
G26016104640002,2013-2017,,,Michigan,26,Washtenaw County,161,,,464000,2,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 4640, Washtenaw County, Michigan",312500
G26016104640003,2013-2017,,,Michigan,26,Washtenaw County,161,,,464000,3,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 4640, Washtenaw County, Michigan",415200
G26016104640004,2013-2017,,,Michigan,26,Washtenaw County,161,,,464000,4,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 4640, Washtenaw County, Michigan",60700
G26016104650001,2013-2017,,,Michigan,26,Washtenaw County,161,,,465000,1,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 4650, Washtenaw County, Michigan",
G26016104650002,2013-2017,,,Michigan,26,Washtenaw County,161,,,465000,2,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 4650, Washtenaw County, Michigan",241100
G26016104650003,2013-2017,,,Michigan,26,Washtenaw County,161,,,465000,3,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 4650, Washtenaw County, Michigan",158600
G26016104650004,2013-2017,,,Michigan,26,Washtenaw County,161,,,465000,4,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 4650, Washtenaw County, Michigan",167800
G26016104660001,2013-2017,,,Michigan,26,Washtenaw County,161,,,466000,1,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 4660, Washtenaw County, Michigan",299200
G26016109840001,2013-2017,,,Michigan,26,Washtenaw County,161,,,984000,1,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 9840, Washtenaw County, Michigan",
G26016305001001,2013-2017,,,Michigan,26,Wayne County,163,,,500100,1,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 5001, Wayne County, Michigan",35500
G26016305001002,2013-2017,,,Michigan,26,Wayne County,163,,,500100,2,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 5001, Wayne County, Michigan",32300
G26016305001003,2013-2017,,,Michigan,26,Wayne County,163,,,500100,3,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 5001, Wayne County, Michigan",
G26016305001004,2013-2017,,,Michigan,26,Wayne County,163,,,500100,4,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 5001, Wayne County, Michigan",31100
G26016305002001,2013-2017,,,Michigan,26,Wayne County,163,,,500200,1,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 5002, Wayne County, Michigan",40800
G26016305002002,2013-2017,,,Michigan,26,Wayne County,163,,,500200,2,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 5002, Wayne County, Michigan",
G26016305002003,2013-2017,,,Michigan,26,Wayne County,163,,,500200,3,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 5002, Wayne County, Michigan",32100
G26016305002004,2013-2017,,,Michigan,26,Wayne County,163,,,500200,4,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 5002, Wayne County, Michigan",42800
G26016305003001,2013-2017,,,Michigan,26,Wayne County,163,,,500300,1,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 5003, Wayne County, Michigan",
G26016305003002,2013-2017,,,Michigan,26,Wayne County,163,,,500300,2,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 5003, Wayne County, Michigan",43500
G26016305003003,2013-2017,,,Michigan,26,Wayne County,163,,,500300,3,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 5003, Wayne County, Michigan",53800
G26016305003004,2013-2017,,,Michigan,26,Wayne County,163,,,500300,4,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 5003, Wayne County, Michigan",17300
G26016305004001,2013-2017,,,Michigan,26,Wayne County,163,,,500400,1,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 5004, Wayne County, Michigan",
G26016305004002,2013-2017,,,Michigan,26,Wayne County,163,,,500400,2,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 5004, Wayne County, Michigan",
G26016305004003,2013-2017,,,Michigan,26,Wayne County,163,,,500400,3,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 5004, Wayne County, Michigan",33300
G26016305004004,2013-2017,,,Michigan,26,Wayne County,163,,,500400,4,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 5004, Wayne County, Michigan",
G26016305005001,2013-2017,,,Michigan,26,Wayne County,163,,,500500,1,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 5005, Wayne County, Michigan",32100
G26016305005002,2013-2017,,,Michigan,26,Wayne County,163,,,500500,2,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 5005, Wayne County, Michigan",18500
G26016305005003,2013-2017,,,Michigan,26,Wayne County,163,,,500500,3,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 5005, Wayne County, Michigan",24900
G26016305005004,2013-2017,,,Michigan,26,Wayne County,163,,,500500,4,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 5005, Wayne County, Michigan",
G26016305006001,2013-2017,,,Michigan,26,Wayne County,163,,,500600,1,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 5006, Wayne County, Michigan",36500
G26016305006002,2013-2017,,,Michigan,26,Wayne County,163,,,500600,2,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 5006, Wayne County, Michigan",46500
G26016305006003,2013-2017,,,Michigan,26,Wayne County,163,,,500600,3,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 5006, Wayne County, Michigan",
G26016305006004,2013-2017,,,Michigan,26,Wayne County,163,,,500600,4,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 5006, Wayne County, Michigan",
G26016305006005,2013-2017,,,Michigan,26,Wayne County,163,,,500600,5,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 5, Census Tract 5006, Wayne County, Michigan",
G26016305007001,2013-2017,,,Michigan,26,Wayne County,163,,,500700,1,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 5007, Wayne County, Michigan",30600
G26016305007002,2013-2017,,,Michigan,26,Wayne County,163,,,500700,2,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 5007, Wayne County, Michigan",45000
G26016305007003,2013-2017,,,Michigan,26,Wayne County,163,,,500700,3,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 5007, Wayne County, Michigan",23600
G26016305007004,2013-2017,,,Michigan,26,Wayne County,163,,,500700,4,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 5007, Wayne County, Michigan",28800
G26016305008001,2013-2017,,,Michigan,26,Wayne County,163,,,500800,1,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 5008, Wayne County, Michigan",35700
G26016305008002,2013-2017,,,Michigan,26,Wayne County,163,,,500800,2,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 5008, Wayne County, Michigan",37500
G26016305009001,2013-2017,,,Michigan,26,Wayne County,163,,,500900,1,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 5009, Wayne County, Michigan",32800
G26016305009002,2013-2017,,,Michigan,26,Wayne County,163,,,500900,2,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 5009, Wayne County, Michigan",28600
G26016305009003,2013-2017,,,Michigan,26,Wayne County,163,,,500900,3,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 5009, Wayne County, Michigan",
G26016305009004,2013-2017,,,Michigan,26,Wayne County,163,,,500900,4,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 5009, Wayne County, Michigan",51100
G26016305010001,2013-2017,,,Michigan,26,Wayne County,163,,,501000,1,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 5010, Wayne County, Michigan",45400
G26016305010002,2013-2017,,,Michigan,26,Wayne County,163,,,501000,2,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 5010, Wayne County, Michigan",34800
G26016305010003,2013-2017,,,Michigan,26,Wayne County,163,,,501000,3,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 5010, Wayne County, Michigan",24300
G26016305011001,2013-2017,,,Michigan,26,Wayne County,163,,,501100,1,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 5011, Wayne County, Michigan",22000
G26016305011002,2013-2017,,,Michigan,26,Wayne County,163,,,501100,2,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 5011, Wayne County, Michigan",
G26016305011003,2013-2017,,,Michigan,26,Wayne County,163,,,501100,3,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 5011, Wayne County, Michigan",41700
G26016305011004,2013-2017,,,Michigan,26,Wayne County,163,,,501100,4,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 5011, Wayne County, Michigan",48600
G26016305011005,2013-2017,,,Michigan,26,Wayne County,163,,,501100,5,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 5, Census Tract 5011, Wayne County, Michigan",34800
G26016305012001,2013-2017,,,Michigan,26,Wayne County,163,,,501200,1,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 5012, Wayne County, Michigan",34600
G26016305012002,2013-2017,,,Michigan,26,Wayne County,163,,,501200,2,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 5012, Wayne County, Michigan",44000
G26016305013001,2013-2017,,,Michigan,26,Wayne County,163,,,501300,1,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 5013, Wayne County, Michigan",60600
G26016305013002,2013-2017,,,Michigan,26,Wayne County,163,,,501300,2,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 5013, Wayne County, Michigan",
G26016305013003,2013-2017,,,Michigan,26,Wayne County,163,,,501300,3,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 5013, Wayne County, Michigan",33100
G26016305013004,2013-2017,,,Michigan,26,Wayne County,163,,,501300,4,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 5013, Wayne County, Michigan",29300
G26016305013005,2013-2017,,,Michigan,26,Wayne County,163,,,501300,5,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 5, Census Tract 5013, Wayne County, Michigan",42600
G26016305014001,2013-2017,,,Michigan,26,Wayne County,163,,,501400,1,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 5014, Wayne County, Michigan",48400
G26016305014002,2013-2017,,,Michigan,26,Wayne County,163,,,501400,2,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 5014, Wayne County, Michigan",40400
G26016305014003,2013-2017,,,Michigan,26,Wayne County,163,,,501400,3,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 5014, Wayne County, Michigan",38300
G26016305014004,2013-2017,,,Michigan,26,Wayne County,163,,,501400,4,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 5014, Wayne County, Michigan",75700
G26016305015001,2013-2017,,,Michigan,26,Wayne County,163,,,501500,1,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 5015, Wayne County, Michigan",46500
G26016305015002,2013-2017,,,Michigan,26,Wayne County,163,,,501500,2,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 5015, Wayne County, Michigan",22800
G26016305015003,2013-2017,,,Michigan,26,Wayne County,163,,,501500,3,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 5015, Wayne County, Michigan",
G26016305015004,2013-2017,,,Michigan,26,Wayne County,163,,,501500,4,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 5015, Wayne County, Michigan",
G26016305015005,2013-2017,,,Michigan,26,Wayne County,163,,,501500,5,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 5, Census Tract 5015, Wayne County, Michigan",53800
G26016305016001,2013-2017,,,Michigan,26,Wayne County,163,,,501600,1,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 5016, Wayne County, Michigan",45100
G26016305016002,2013-2017,,,Michigan,26,Wayne County,163,,,501600,2,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 5016, Wayne County, Michigan",51300
G26016305017001,2013-2017,,,Michigan,26,Wayne County,163,,,501700,1,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 5017, Wayne County, Michigan",14600
G26016305017002,2013-2017,,,Michigan,26,Wayne County,163,,,501700,2,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 5017, Wayne County, Michigan",30900
G26016305018001,2013-2017,,,Michigan,26,Wayne County,163,,,501800,1,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 5018, Wayne County, Michigan",67500
G26016305018002,2013-2017,,,Michigan,26,Wayne County,163,,,501800,2,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 5018, Wayne County, Michigan",72700
G26016305018003,2013-2017,,,Michigan,26,Wayne County,163,,,501800,3,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 5018, Wayne County, Michigan",70400
G26016305018004,2013-2017,,,Michigan,26,Wayne County,163,,,501800,4,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 5018, Wayne County, Michigan",58300
G26016305019001,2013-2017,,,Michigan,26,Wayne County,163,,,501900,1,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 5019, Wayne County, Michigan",26100
